customer_id,recency_days,frequency,monetary,avg_order_value,R_score,F_score,M_score,RFM_score,RFM_total,segment
CUST01873,33,5,133.51,26.7,3,3,2,332,8,Needs Attention
CUST01874,32,32,2081.2,65.04,3,5,5,355,13,Loyal Customers
CUST01875,2,1,85.68,85.68,5,1,1,511,7,New Customers
CUST01876,104,9,365.05,40.56,1,4,3,143,8,At Risk
CUST01877,22,16,1337.96,83.62,4,5,5,455,14,Champions
CUST01878,97,8,380.37,47.55,1,4,3,143,8,At Risk
CUST01879,3,30,2289.88,76.33,5,5,5,555,15,Champions
CUST01880,51,2,56.269999999999996,28.14,2,2,1,221,5,Hibernating
CUST01881,36,10,663.69,66.37,3,4,4,344,11,Loyal Customers
CUST01882,27,7,267.22,38.17,3,3,3,333,9,Loyal Customers
CUST01883,54,2,53.73,26.86,2,2,1,221,5,Hibernating
CUST01884,5,33,1980.4,60.01,5,5,5,555,15,Champions
CUST01885,26,13,678.15,52.17,3,4,4,344,11,Loyal Customers
CUST01886,26,5,330.74,66.15,3,3,3,333,9,Loyal Customers
CUST01887,10,33,2885.88,87.45,4,5,5,455,14,Champions
CUST01888,61,9,431.49,47.94,2,4,4,244,10,At Risk
CUST01889,25,1,36.46,36.46,3,1,1,311,5,Promising
CUST01890,31,8,768.96,96.12,3,4,4,344,11,Loyal Customers
CUST01891,98,6,272.12,45.35,1,3,3,133,7,At Risk
CUST01892,56,8,464.26,58.03,2,4,4,244,10,At Risk
CUST01893,220,8,412.73,51.59,1,4,3,143,8,At Risk
CUST01894,17,23,1523.94,66.26,4,5,5,455,14,Champions
CUST01895,30,8,380.25,47.53,3,4,3,343,10,Loyal Customers
CUST01896,50,2,50.33,25.16,2,2,1,221,5,Hibernating
CUST01897,74,13,602.08,46.31,2,4,4,244,10,At Risk
CUST01898,78,1,18.43,18.43,2,1,1,211,4,Hibernating
CUST01899,32,1,98.74,98.74,3,1,1,311,5,Promising
CUST01900,49,20,929.21,46.46,2,5,5,255,12,At Risk
CUST01901,144,13,654.99,50.38,1,4,4,144,9,At Risk
CUST01902,32,2,57.42,28.71,3,2,1,321,6,Promising
CUST01903,24,31,1887.71,60.89,3,5,5,355,13,Loyal Customers
CUST01904,31,8,305.69,38.21,3,4,3,343,10,Loyal Customers
CUST01905,11,12,725.28,60.44,4,4,4,444,12,Champions
CUST01906,15,2,130.05,65.03,4,2,2,422,8,New Customers
CUST01907,3,7,233.32,33.33,5,3,2,532,10,Others
CUST01908,68,6,294.58,49.1,2,3,3,233,8,At Risk
CUST01910,94,1,82.74,82.74,1,1,1,111,3,Hibernating
CUST01911,352,1,95.96,95.96,1,1,1,111,3,Hibernating
CUST01912,222,2,145.23,72.61,1,2,2,122,5,Hibernating
CUST01913,2,9,724.0799999999999,80.45,5,4,4,544,13,Champions
CUST01914,32,13,711.85,54.76,3,4,4,344,11,Loyal Customers
CUST01915,59,18,901.03,50.06,2,5,5,255,12,At Risk
CUST01916,20,6,225.43,37.57,4,3,2,432,9,Others
CUST01917,106,3,112.53,37.51,1,2,2,122,5,Hibernating
CUST01919,60,7,352.88,50.41,2,3,3,233,8,At Risk
CUST01920,53,12,1144.32,95.36,2,4,5,245,11,At Risk
CUST01921,75,5,145.4,29.08,2,3,2,232,7,Others
CUST01923,94,3,200.25,66.75,1,2,2,122,5,Hibernating
CUST01924,1,9,428.64,47.63,5,4,4,544,13,Champions
CUST01925,174,1,81.26,81.26,1,1,1,111,3,Hibernating
CUST01926,27,21,1358.71,64.7,3,5,5,355,13,Loyal Customers
CUST01927,13,1,53.58,53.58,4,1,1,411,6,New Customers
CUST01928,22,11,666.07,60.55,4,4,4,444,12,Champions
CUST01929,83,7,256.75,36.68,2,3,3,233,8,At Risk
CUST01930,28,8,401.91,50.24,3,4,3,343,10,Loyal Customers
CUST01931,30,14,888.86,63.49,3,5,5,355,13,Loyal Customers
CUST01932,105,3,148.78,49.59,1,2,2,122,5,Hibernating
CUST01933,203,2,136.3,68.15,1,2,2,122,5,Hibernating
CUST01934,105,9,390.86,43.43,1,4,3,143,8,At Risk
CUST01935,119,7,304.27,43.47,1,3,3,133,7,At Risk
CUST01936,1,8,374.75,46.84,5,4,3,543,12,Loyal Customers
CUST01937,24,25,1737.12,69.48,3,5,5,355,13,Loyal Customers
CUST01938,71,17,825.02,48.53,2,5,4,254,11,At Risk
CUST01939,13,12,751.96,62.66,4,4,4,444,12,Champions
CUST01940,135,2,71.96000000000001,35.98,1,2,1,121,4,Hibernating
CUST01941,9,29,2022.55,69.74,5,5,5,555,15,Champions
CUST01942,6,5,284.17,56.83,5,3,3,533,11,Loyal Customers
CUST01945,33,6,340.38,56.73,3,3,3,333,9,Loyal Customers
CUST01946,105,10,844.3,84.43,1,4,5,145,10,At Risk
CUST01949,13,14,1014.0,72.43,4,5,5,455,14,Champions
CUST01950,17,10,566.54,56.65,4,4,4,444,12,Champions
CUST01951,77,16,860.92,53.81,2,5,5,255,12,At Risk
CUST01952,27,3,79.27,26.42,3,2,1,321,6,Promising
CUST01953,17,3,218.22000000000003,72.74,4,2,2,422,8,New Customers
CUST01954,34,1,38.19,38.19,3,1,1,311,5,Promising
CUST01955,40,7,321.63,45.95,3,3,3,333,9,Loyal Customers
CUST01956,48,4,125.09,31.27,2,2,2,222,6,Hibernating
CUST01957,13,7,516.04,73.72,4,3,4,434,11,Loyal Customers
CUST01958,28,1,34.05,34.05,3,1,1,311,5,Promising
CUST01959,12,1,55.98,55.98,4,1,1,411,6,New Customers
CUST01960,19,2,64.77,32.38,4,2,1,421,7,New Customers
CUST01961,4,3,80.5,26.83,5,2,1,521,8,New Customers
CUST01962,6,8,554.38,69.3,5,4,4,544,13,Champions
CUST01963,66,15,908.5600000000001,60.57,2,5,5,255,12,At Risk
CUST01964,67,19,1196.71,62.98,2,5,5,255,12,At Risk
CUST01965,395,1,8.82,8.82,1,1,1,111,3,Hibernating
CUST01966,4,3,171.82,57.27,5,2,2,522,9,New Customers
CUST01967,166,3,183.67,61.22,1,2,2,122,5,Hibernating
CUST01968,20,25,2086.75,83.47,4,5,5,455,14,Champions
CUST01969,8,11,634.5699999999999,57.69,5,4,4,544,13,Champions
CUST01971,12,1,82.44,82.44,4,1,1,411,6,New Customers
CUST01972,77,6,310.25,51.71,2,3,3,233,8,At Risk
CUST01973,134,9,324.85,36.09,1,4,3,143,8,At Risk
CUST01974,9,2,184.89,92.44,5,2,2,522,9,New Customers
CUST01975,14,19,1216.64,64.03,4,5,5,455,14,Champions
CUST01976,477,2,76.84,38.42,1,2,1,121,4,Hibernating
CUST01977,6,4,109.7,27.42,5,2,2,522,9,New Customers
CUST01978,21,8,356.40999999999997,44.55,4,4,3,443,11,Loyal Customers
CUST01983,153,9,361.59999999999997,40.18,1,4,3,143,8,At Risk
CUST01984,33,8,430.15999999999997,53.77,3,4,4,344,11,Loyal Customers
CUST01985,54,9,408.90000000000003,45.43,2,4,3,243,9,At Risk
CUST01986,8,2,176.45,88.22,5,2,2,522,9,New Customers
CUST01987,30,3,174.95999999999998,58.32,3,2,2,322,7,Promising
CUST01988,30,17,1010.1800000000001,59.42,3,5,5,355,13,Loyal Customers
CUST01990,22,6,439.12,73.19,4,3,4,434,11,Loyal Customers
CUST01991,13,21,1036.27,49.35,4,5,5,455,14,Champions
CUST01992,21,11,743.61,67.6,4,4,4,444,12,Champions
CUST01994,26,8,478.66,59.83,3,4,4,344,11,Loyal Customers
CUST01997,8,1,34.68,34.68,5,1,1,511,7,New Customers
CUST01998,43,12,681.46,56.79,2,4,4,244,10,At Risk
CUST01999,9,3,341.88,113.96,5,2,3,523,10,New Customers
CUST02000,37,2,97.0,48.5,3,2,1,321,6,Promising
